Training Log
Start Time: 2025-10-29 15:45:43
Num Actors: 16
Horizon Length: 128
Minibatch Size: 256
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp,End_Position_Reward,Action_Smoothness
0,0.000000,2025-10-29 15:45:43,0.0,0.0,0.0,0.0,0.000000,0.000000
16,-743.675537,2025-10-29 15:45:49,-2.309644937515259,-0.580531120300293,0.0,0.0,0.000000,-0.002227
16,-699.700684,2025-10-29 15:45:49,-2.162240982055664,-0.5422527194023132,0.0,0.0,0.000000,-0.002313
16,-655.052368,2025-10-29 15:45:49,-2.0142476558685303,-0.5040412545204163,0.0,0.0,0.000000,-0.002729
16,-617.039673,2025-10-29 15:45:50,-1.8588240146636963,-0.46070045232772827,0.0,0.0,0.000000,-0.001775
16,-583.196045,2025-10-29 15:45:50,-1.7885856628417969,-0.4185076355934143,0.0,0.0,0.000000,-0.002833
16,-538.710022,2025-10-29 15:45:50,-1.6451332569122314,-0.38515281677246094,0.0,0.0,0.000000,-0.003170
16,-492.983978,2025-10-29 15:45:50,-1.490319013595581,-0.34798771142959595,0.0,0.0,0.000000,-0.002424
16,-446.264587,2025-10-29 15:45:50,-1.3442084789276123,-0.3152450919151306,0.0,0.0,0.000000,-0.002726
16,-301.201660,2025-10-29 15:45:50,-0.8943608999252319,-0.20946873724460602,0.0,0.0,0.000000,-0.002373
16,-252.651062,2025-10-29 15:45:50,-0.7469284534454346,-0.17489862442016602,0.0,0.0,0.000000,-0.002374
16,-206.508942,2025-10-29 15:45:50,-0.6325094103813171,-0.14334218204021454,0.0,0.0,0.000000,-0.002523
16,-156.781921,2025-10-29 15:45:50,-0.4653499722480774,-0.10303914546966553,0.0,0.0,0.000000,-0.002670
15,-106.819000,2025-10-29 15:45:50,-0.3159843385219574,-0.07257647812366486,0.0,0.0,0.000000,-0.002225
15,-55.273525,2025-10-29 15:45:50,-0.16571711003780365,-0.03600923717021942,0.0,0.0,0.000000,-0.003175
15,-2151.284180,2025-10-29 15:45:57,-6.4470415115356445,-2.0447773933410645,0.0,0.0,0.000000,-0.002213
15,-2036.325439,2025-10-29 15:45:57,-6.074872970581055,-1.9139189720153809,0.0,0.0,0.000000,-0.001936
15,-1961.970703,2025-10-29 15:45:57,-5.8144330978393555,-1.7826473712921143,0.0,0.0,0.000000,-0.001938
15,-1855.404663,2025-10-29 15:45:57,-5.453385353088379,-1.6497151851654053,0.0,0.0,0.000000,-0.002071
15,-1791.258179,2025-10-29 15:45:57,-5.209105968475342,-1.5239448547363281,0.0,0.0,0.000000,-0.002493
15,-1674.356445,2025-10-29 15:45:57,-4.811656951904297,-1.3887079954147339,0.0,0.0,0.000000,-0.002415
15,-1558.839355,2025-10-29 15:45:57,-4.467413902282715,-1.2525105476379395,0.0,0.0,0.000000,-0.002103
15,-1428.431396,2025-10-29 15:45:57,-4.065375328063965,-1.1235390901565552,0.0,0.0,0.000000,-0.002788
15,-1372.408691,2025-10-29 15:45:57,-3.7760391235351562,-0.9802177548408508,0.0,0.0,0.000000,-0.002259
15,-1201.161133,2025-10-29 15:45:57,-3.3042359352111816,-0.856712281703949,0.0,0.0,0.000000,-0.002287
15,-1037.451660,2025-10-29 15:45:57,-2.8525233268737793,-0.7237042784690857,0.0,0.0,0.000000,-0.001941
15,-895.951782,2025-10-29 15:45:57,-2.414766311645508,-0.5923025608062744,0.0,0.0,0.000000,-0.002400
15,-734.440735,2025-10-29 15:45:57,-1.9695935249328613,-0.466206818819046,0.0,0.0,0.000000,-0.002085
15,-571.854736,2025-10-29 15:45:58,-1.5126277208328247,-0.3497924506664276,0.0,0.0,0.000000,-0.002914
15,-393.578979,2025-10-29 15:45:58,-1.0360032320022583,-0.24550047516822815,0.0,0.0,0.000000,-0.002782
15,-217.631531,2025-10-29 15:45:58,-0.5589528679847717,-0.12984110414981842,0.0,0.0,0.000000,-0.002781
16,-829.451477,2025-10-29 15:46:03,-3.130506992340088,-1.6764962673187256,0.0,0.0,0.000000,-0.002198
16,-793.087280,2025-10-29 15:46:03,-2.9802803993225098,-1.5883231163024902,0.0,0.0,0.000000,-0.002008
16,-821.806274,2025-10-29 15:46:03,-3.035921573638916,-1.5668253898620605,0.0,0.0,0.000000,-0.002464
15,-793.049927,2025-10-29 15:46:03,-2.93194842338562,-1.490035891532898,0.0,0.0,0.000000,-0.002845
15,-762.016968,2025-10-29 15:46:03,-2.7717275619506836,-1.3966478109359741,0.0,0.0,0.000000,-0.002766
15,-687.423401,2025-10-29 15:46:03,-2.5043976306915283,-1.2692831754684448,0.0,0.0,0.000000,-0.002784
15,-641.436890,2025-10-29 15:46:03,-2.3420681953430176,-1.1776206493377686,0.0,0.0,0.000000,-0.003106
15,-567.221680,2025-10-29 15:46:03,-2.077686309814453,-1.0521697998046875,0.0,0.0,0.000000,-0.002031
15,-549.916870,2025-10-29 15:46:03,-1.9834060668945312,-0.9791938066482544,0.0,0.0,0.000000,-0.002300
15,-510.803741,2025-10-29 15:46:03,-1.8284399509429932,-0.8863992691040039,0.0,0.0,0.000000,-0.002233
15,-438.148834,2025-10-29 15:46:03,-1.5629081726074219,-0.7598527669906616,0.0,0.0,0.000000,-0.002654
15,-368.441040,2025-10-29 15:46:04,-1.3104889392852783,-0.6344428062438965,0.0,0.0,0.000000,-0.002150
15,-283.998627,2025-10-29 15:46:04,-1.0184433460235596,-0.5022871494293213,0.0,0.0,0.000000,-0.002222
15,-229.244568,2025-10-29 15:46:04,-0.8192137479782104,-0.3974464535713196,0.0,0.0,0.000000,-0.002298
15,-160.572708,2025-10-29 15:46:04,-0.5742132663726807,-0.2774783968925476,0.0,0.0,0.000000,-0.002274
15,-84.010635,2025-10-29 15:46:04,-0.30142471194267273,-0.15431539714336395,0.0,0.0,0.000000,-0.002277
16,-714.964539,2025-10-29 15:46:09,-2.7622170448303223,-1.5492851734161377,0.0,0.0,0.000000,-0.002579
16,-673.650513,2025-10-29 15:46:09,-2.6095643043518066,-1.45866060256958,0.0,0.0,0.000000,-0.001887
16,-773.498169,2025-10-29 15:46:09,-2.8861165046691895,-1.5218911170959473,0.0,0.0,0.000000,-0.002262
16,-718.366089,2025-10-29 15:46:09,-2.686824321746826,-1.414346694946289,0.0,0.0,0.000000,-0.002638
16,-676.234253,2025-10-29 15:46:09,-2.517329454421997,-1.31742262840271,0.0,0.0,0.000000,-0.002887
16,-550.881348,2025-10-29 15:46:09,-2.0635862350463867,-1.0852947235107422,0.0,0.0,0.000000,-0.002763
16,-499.232727,2025-10-29 15:46:09,-1.8569742441177368,-0.9792808890342712,0.0,0.0,0.000000,-0.002263
16,-452.414154,2025-10-29 15:46:09,-1.6813592910766602,-0.879097580909729,0.0,0.0,0.000000,-0.002359
